Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Geographical_Distribution,Schedule_Pressure,Budget_Utilization_Rate,Market_Volatility,Integration_Complexity,Resource_Availability,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Project_ID,Project_Type,Methodology_Used,Team_Experience_Level,Project_Phase,Requirement_Stability,Regulatory_Compliance_Level,Technology_Familiarity,Stakeholder_Engagement_Level,Executive_Sponsorship,Funding_Source,Priority_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Risk_Level
7.0,986393.57,11.0,4.27,9.0,4.0,1.0,2.78,0.04,0.75,3.5,2.45,5.0,0.0,0.9,0.61,8.93,0.92,1.17,7.0,0.9,0.7000000000000001,1.0,3.0,1.0,PROJ_0060,IT,Kanban,Senior,Monitoring,Moderate,Critical,New,Low,Weak,Internal,Medium,Mid-level PM,Defined,Strict,Moderate,Modern/Stable,Fixed-Price,Medium,Moderate,Strategic,Basic,Basic,Partially Colocated,Poor,High
13.0,1111271.59,22.0,8.08,9.0,4.0,4.0,0.92,0.11,0.76,2.0,1.81,3.0,0.0,0.6,0.88,4.98,0.99,0.24,7.0,0.48,0.7000000000000001,12.0,4.0,1.0,PROJ_0061,IT,Kanban,Expert,Monitoring,Stable,Critical,Expert,Medium,Weak,Internal,Medium,Senior PM,Managed,Low,Limited,Legacy/Unstable,Fixed-Price,Low,High,Occasional,Advanced,Basic,Fully Remote,Poor,High
15.0,1026056.67,15.0,5.83,13.0,6.0,4.0,1.25,0.07,0.59,2.0,3.47,4.0,0.0,0.6,0.79,6.65,0.83,0.11,0.0,0.75,0.04,3.0,6.0,1.0,PROJ_0062,IT,Scrum,Senior,Execution,Volatile,High,Familiar,Medium,Strong,Internal,Medium,Senior PM,Defined,Strict,Poor,Modern/Stable,Hybrid,High,Moderate,Regular,0,Formal,Fully Remote,Basic,High
7.0,618141.35,9.0,4.43,5.0,2.0,2.0,0.94,0.27,0.56,2.0,1.46,2.0,0.19,1.07,0.93,4.49,0.35,0.61,0.0,0.88,0.67,1.0,1.0,1.0,PROJ_0063,IT,Kanban,Mixed,Initiation,Moderate,Critical,Familiar,High,Moderate,Government,Low,Mid-level PM,Managed,High,Moderate,Modern/Stable,Hybrid,Medium,Moderate,Occasional,Formal,Advanced,Fully Remote,Basic,Medium
6.0,467539.93,12.0,5.06,7.0,1.0,2.0,0.17,0.45,0.95,0.0,1.25,5.0,0.05,0.68,0.78,5.16,0.91,1.88,1.0,0.6,0.0,7.0,1.0,1.0,PROJ_0064,Healthcare,Scrum,Mixed,Monitoring,Stable,Critical,Expert,Poor,Strong,Internal,Critical,Junior PM,Defined,Strict,Good,0,Time & Materials,High,Moderate,First-time,Basic,Formal,Partially Colocated,Poor,High
7.0,989069.32,12.0,4.51,10.0,2.0,2.0,1.21,0.33,0.52,2.0,4.53,5.0,0.0,0.77,0.79,1.29,0.85,0.61,3.0,0.89,0.7000000000000001,10.0,3.0,1.0,PROJ_0065,IT,Scrum,Mixed,Closure,Stable,High,Familiar,Medium,Moderate,Mixed,Critical,Mid-level PM,Ad-hoc,Medium,Moderate,Modern/Stable,Time & Materials,Medium,Stable,Strategic,0,0,Fully Colocated,Good,Medium
9.0,574513.65,9.0,5.18,9.0,1.0,2.0,0.93,0.49,0.64,2.0,6.63,1.0,0.2,1.23,0.44,7.75,0.67,0.53,3.0,0.84,0.0,11.0,1.0,1.0,PROJ_0066,Marketing,Agile,Mixed,Execution,Moderate,Low,Expert,Excellent,Strong,Internal,Critical,Senior PM,Ad-hoc,Low,Moderate,0,Cost-Plus,High,Stable,Occasional,Formal,Basic,Hybrid,Good,Medium
7.0,411537.66,5.0,2.87,3.0,4.0,3.0,1.64,0.13,0.67,1.0,3.76,4.0,0.2,0.87,0.45,8.02,1.0,1.22,0.0,0.71,0.0,10.0,1.0,1.0,PROJ_0067,Marketing,Scrum,Expert,Execution,Moderate,Low,Expert,Low,Moderate,External,Critical,Senior PM,Optimizing,Medium,Limited,0,Fixed-Price,High,Stable,Occasional,Formal,Formal,Fully Colocated,Excellent,Low
2.0,385034.63,7.0,4.48,9.0,0.0,3.0,0.74,0.34,0.81,1.0,4.15,4.0,0.2,0.9,0.81,3.02,0.46,0.16,5.0,0.83,0.0,4.0,1.0,1.0,PROJ_0068,Manufacturing,Agile,Junior,Planning,Moderate,High,Familiar,High,Strong,Government,Low,Junior PM,Managed,High,Poor,0,Time & Materials,Low,Moderate,First-time,Advanced,Basic,Fully Colocated,Basic,Medium
15.0,1127068.27,15.0,6.18,11.0,1.0,3.0,0.95,0.28,0.64,0.0,3.71,3.0,0.03,1.0,0.29,5.21,0.73,3.0,7.0,0.82,0.56,1.0,2.0,1.0,PROJ_0069,IT,Agile,Junior,Monitoring,Moderate,Medium,New,Medium,Strong,External,Critical,Junior PM,Managed,High,Limited,Mixed,Cost-Plus,Medium,Moderate,Regular,Basic,Formal,Fully Remote,Excellent,Medium
15.0,1278084.75,12.0,4.87,12.0,1.0,4.0,1.01,0.3,0.71,0.0,1.53,3.0,0.01,1.04,0.4,8.25,0.71,3.3999999999999995,7.0,0.98,0.0,6.0,2.0,1.0,PROJ_0070,Marketing,Agile,Senior,Monitoring,Moderate,Critical,Familiar,Excellent,Strong,Mixed,Critical,Senior PM,Optimizing,Medium,Good,0,Fixed-Price,Medium,Stable,Strategic,Formal,Advanced,Hybrid,Good,Low
9.0,908547.43,13.0,3.3,10.0,1.0,1.0,0.69,0.32,0.9,3.5,3.56,4.0,0.0,0.76,0.48,2.24,0.36,0.91,1.0,0.8,0.0,5.0,4.0,1.0,PROJ_0071,Manufacturing,Kanban,Mixed,Execution,Stable,Low,Expert,Excellent,Moderate,Internal,High,Junior PM,Defined,High,Moderate,0,Fixed-Price,High,High,Strategic,0,Basic,Partially Colocated,Excellent,Medium
22.0,1844907.24,17.0,4.76,16.0,4.0,1.0,2.24,0.23,0.86,3.5,6.8,4.0,0.0,1.09,0.36,9.2,0.31,0.19,4.0,0.7,0.0,7.0,7.0,1.0,PROJ_0072,Construction,Hybrid,Senior,Execution,Moderate,Low,Familiar,Medium,Moderate,External,Critical,Senior PM,Managed,Medium,Limited,0,Time & Materials,Low,Stable,Regular,Basic,Basic,Partially Colocated,Basic,Low
36.5,2238328.55,29.0,6.98,19.0,0.0,4.0,0.83,0.23,0.71,1.0,1.66,2.0,0.0,1.21,0.35,8.23,0.68,1.92,3.0,0.87,0.0,10.0,9.0,1.0,PROJ_0073,Construction,Waterfall,Mixed,Planning,Moderate,Low,Expert,High,Moderate,External,High,Senior PM,Defined,Medium,Moderate,0,Fixed-Price,High,High,Strategic,Advanced,0,Hybrid,Good,Low
19.0,2027111.9,22.0,7.81,18.0,4.0,4.0,0.89,0.18,0.9,1.0,1.19,5.0,0.0,0.65,0.94,5.2,0.61,0.72,7.0,0.75,0.0,1.0,5.0,1.0,PROJ_0074,R&D,Scrum,Senior,Monitoring,Stable,Medium,Familiar,Medium,Moderate,Mixed,Low,Senior PM,Optimizing,Strict,Limited,0,Fixed-Price,Low,Stable,Regular,Advanced,Formal,Partially Colocated,Good,Medium
21.0,1670930.43,20.0,5.82,14.0,0.0,3.0,4.4350000000000005,0.18,0.69,3.0,3.05,5.0,0.0,1.26,0.38,5.99,0.35,2.32,7.0,0.86,0.0,1.0,5.0,1.0,PROJ_0075,Construction,Hybrid,Mixed,Execution,Moderate,Medium,Familiar,Medium,Weak,Internal,Critical,Senior PM,Optimizing,Medium,Poor,0,Time & Materials,High,Stable,Regular,Advanced,Formal,Hybrid,Poor,Medium
14.0,567489.17,14.0,5.64,10.0,5.0,3.0,1.16,0.06,0.62,3.0,4.3,1.0,0.01,0.89,0.3,7.58,0.79,3.17,2.0,0.78,0.0,2.0,3.0,1.0,PROJ_0076,Healthcare,Hybrid,Senior,Execution,Moderate,Low,Familiar,Poor,Moderate,Mixed,Critical,Senior PM,Ad-hoc,Strict,Good,0,Hybrid,Low,Moderate,Occasional,0,Basic,Fully Remote,Basic,High
5.0,529247.88,10.0,3.41,10.0,3.0,0.0,2.03,0.21,0.35,3.0,1.64,3.0,0.0,0.72,0.79,4.46,0.61,0.13,7.0,0.78,0.58,6.0,4.0,1.0,PROJ_0077,IT,Kanban,Senior,Monitoring,Stable,Medium,Expert,Low,Weak,External,Low,Mid-level PM,Ad-hoc,Low,Good,Mixed,Fixed-Price,High,Moderate,Occasional,0,0,Fully Remote,Good,High
12.0,1080592.62,15.0,6.63,12.0,4.0,4.0,1.03,0.51,0.89,2.0,6.16,3.0,0.1,0.82,0.65,7.71,0.46,1.94,5.0,0.88,0.7000000000000001,2.0,6.0,1.0,PROJ_0078,IT,Agile,Mixed,Closure,Volatile,Medium,Familiar,High,Moderate,Internal,High,Mid-level PM,Ad-hoc,Low,Good,Modern/Stable,Cost-Plus,High,Moderate,Strategic,0,0,Hybrid,Excellent,Medium
7.0,479551.97,7.0,3.5,7.0,5.0,2.0,2.37,0.21,0.49,3.0,7.09,1.0,0.2,1.17,0.64,4.62,0.7,0.37,7.0,0.9,0.0,5.0,1.0,1.0,PROJ_0079,Manufacturing,Kanban,Senior,Initiation,Moderate,High,New,Excellent,Moderate,Government,High,Senior PM,Managed,High,Limited,0,Time & Materials,Medium,High,Occasional,Formal,Basic,Fully Remote,Basic,Medium
7.0,498347.77,9.0,3.79,10.0,1.0,1.0,1.68,0.47,0.83,2.0,4.28,2.0,0.05,0.63,0.66,7.72,0.52,2.2,3.0,0.3600000000000001,0.0,2.0,1.0,1.0,PROJ_0080,Marketing,Kanban,Junior,Execution,Stable,Low,Expert,High,Strong,Internal,Low,Mid-level PM,Ad-hoc,Medium,Good,0,Fixed-Price,Medium,Extreme,Regular,0,0,Fully Colocated,Excellent,High
19.0,2070358.83,22.0,8.55,17.0,0.0,6.0,1.68,0.41,0.85,1.0,5.6,4.0,0.0,1.2,0.53,8.73,0.53,1.63,7.0,0.71,0.0,10.0,10.0,1.0,PROJ_0081,R&D,Scrum,Mixed,Planning,Moderate,Low,Familiar,Poor,Moderate,Mixed,Medium,Senior PM,Optimizing,Medium,Limited,0,Time & Materials,Low,High,Regular,Basic,Formal,Partially Colocated,Good,High
25.0,1587371.97,20.0,3.92,12.0,1.0,2.0,2.64,0.3,0.79,1.0,7.4,1.0,0.0,1.05,0.55,1.79,0.56,0.46,0.0,0.77,0.0,6.0,1.0,1.0,PROJ_0082,Construction,Waterfall,Junior,Execution,Stable,Critical,Expert,Poor,Weak,Mixed,Low,Junior PM,Managed,Low,Limited,0,Fixed-Price,High,Stable,Occasional,0,Formal,Hybrid,Basic,High
6.0,747101.32,11.0,4.38,5.0,4.0,1.0,0.34,0.14,0.58,1.0,3.49,1.0,0.0,0.66,0.3,1.81,0.94,0.52,3.0,0.84,0.7000000000000001,10.0,1.0,1.0,PROJ_0083,IT,Kanban,Mixed,Execution,Volatile,Medium,New,Low,Weak,External,Medium,Junior PM,Managed,Medium,Moderate,Modern/Stable,Time & Materials,Medium,High,Occasional,Formal,Basic,Partially Colocated,Poor,Critical
10.0,1133647.27,19.0,7.54,8.0,6.0,3.0,1.93,0.26,0.66,1.0,4.58,2.0,0.0,1.01,0.62,5.32,0.76,0.17,1.0,0.89,0.4,10.0,3.0,1.0,PROJ_0084,IT,Kanban,Expert,Monitoring,Volatile,Critical,Familiar,Low,Moderate,Internal,Medium,Certified PM,Managed,High,Good,Mixed,Time & Materials,Low,High,Regular,Basic,Advanced,Fully Remote,Basic,Medium
24.0,2215089.91,26.0,10.0,16.0,1.0,5.0,3.02,0.31,0.83,0.0,4.37,3.0,0.0,0.72,0.54,6.72,0.44,1.35,7.0,0.97,0.0,11.0,12.0,1.0,PROJ_0085,R&D,Scrum,Mixed,Closure,Moderate,Critical,New,Low,Strong,External,Low,Senior PM,Managed,Medium,Good,0,Fixed-Price,Medium,Extreme,Regular,Formal,Formal,Fully Remote,Excellent,High
33.0,2484915.23,32.0,9.63,19.0,1.0,3.0,1.99,0.44,0.61,0.0,4.55,1.0,0.0,0.83,0.04,5.27,0.54,0.51,7.0,0.46,0.0,8.0,4.0,1.0,PROJ_0086,Construction,Hybrid,Junior,Closure,Moderate,Critical,Familiar,Poor,Strong,External,High,Senior PM,Optimizing,Medium,Moderate,0,Time & Materials,Medium,Extreme,Regular,Advanced,Formal,Partially Colocated,Poor,High
23.0,1528589.34,19.0,4.3,12.0,1.0,1.0,0.82,0.23,0.45,2.0,4.32,2.0,0.0,1.24,0.55,3.25,0.54,0.75,1.0,0.68,0.0,7.0,2.0,1.0,PROJ_0087,Construction,Waterfall,Senior,Initiation,Moderate,Critical,New,Excellent,Moderate,Internal,Medium,Mid-level PM,Defined,Medium,Excellent,0,Time & Materials,High,Moderate,Strategic,0,Basic,Hybrid,Basic,Medium
28.0,1926728.35,22.0,4.32,14.0,2.0,4.0,1.79,0.2,0.65,1.0,3.36,2.0,0.0,0.94,0.1,4.86,0.74,2.12,1.0,0.9,0.0,3.0,4.0,1.0,PROJ_0088,Construction,Waterfall,Senior,Monitoring,Moderate,Low,Expert,Excellent,Strong,Government,High,Senior PM,Defined,Low,Limited,0,Time & Materials,Medium,Moderate,Strategic,Basic,Basic,Hybrid,Poor,Low
9.0,738941.18,22.0,8.73,6.0,1.0,5.0,3.4,0.27,0.79,2.0,3.4,2.0,0.0,1.01,0.86,5.11,0.63,3.15,1.0,0.86,0.42,1.0,1.0,1.0,PROJ_0089,IT,Kanban,Mixed,Monitoring,Moderate,Critical,Expert,Low,Strong,Mixed,Critical,Mid-level PM,Managed,High,Poor,Modern/Stable,Time & Materials,Medium,Moderate,First-time,Basic,0,Fully Colocated,Basic,Medium
13.0,634128.18,15.0,4.91,10.0,0.0,1.0,0.72,0.27,0.75,1.0,8.715,3.0,0.0,1.15,0.76,9.04,0.6,0.44,3.0,0.86,0.0,2.0,3.0,1.0,PROJ_0090,Manufacturing,Hybrid,Mixed,Initiation,Moderate,High,Expert,Low,Weak,Internal,Low,Junior PM,Ad-hoc,Strict,Limited,0,Time & Materials,Medium,Stable,First-time,0,Formal,Fully Remote,Basic,Critical
21.0,1583118.66,25.0,10.0,15.0,2.0,6.0,2.21,0.09,0.89,2.0,0.94,4.0,0.0,0.67,0.13,1.52,0.89,1.16,1.0,0.78,0.0,10.0,3.0,1.0,PROJ_0091,R&D,Agile,Senior,Execution,Moderate,Low,New,Medium,Weak,External,Low,Senior PM,Defined,Strict,Limited,0,Time & Materials,High,Extreme,Occasional,Basic,0,Fully Remote,Basic,Critical
8.0,498192.11,13.0,5.18,7.0,2.0,1.0,0.9,0.26,0.74,0.0,2.25,4.0,0.0,1.18,0.75,1.43,0.96,0.42,5.0,0.56,0.0,12.0,3.0,1.0,PROJ_0092,Manufacturing,Kanban,Senior,Closure,Moderate,Low,Familiar,Low,Weak,Internal,Critical,Senior PM,Ad-hoc,Low,Limited,0,Time & Materials,Medium,Stable,Occasional,Basic,Basic,Hybrid,Good,High
27.0,2386368.1,26.0,10.0,17.0,5.0,7.0,0.47,0.05,0.42,0.0,1.56,5.0,0.0,0.89,0.69,7.9,0.51,1.18,4.0,0.65,0.0,9.0,4.0,1.0,PROJ_0093,R&D,Agile,Expert,Closure,Volatile,Low,New,Excellent,Moderate,External,High,Mid-level PM,Optimizing,Low,Moderate,0,Hybrid,High,Extreme,Strategic,Formal,Advanced,Hybrid,Good,Medium
14.0,854291.49,17.0,7.69,7.0,1.0,4.0,0.83,0.47,0.87,0.0,3.2,2.0,0.12,0.9,0.22,1.93,0.71,2.27,5.0,0.51,0.13,9.0,4.0,1.0,PROJ_0094,IT,Agile,Senior,Closure,Moderate,High,Expert,Excellent,Strong,External,Medium,Mid-level PM,Defined,Strict,Moderate,Mixed,Cost-Plus,Medium,High,Occasional,Basic,0,Fully Colocated,Excellent,Medium
11.0,400813.02,10.0,4.29,4.0,2.0,1.0,2.27,0.17,0.78,2.0,5.16,1.0,0.07,0.9,0.93,6.77,0.52,0.77,2.0,0.63,0.0,4.0,3.0,1.0,PROJ_0095,Marketing,Hybrid,Mixed,Execution,Moderate,Low,Expert,Medium,Moderate,External,Medium,Certified PM,Managed,High,Limited,0,Fixed-Price,Low,High,First-time,Basic,Advanced,Fully Remote,Poor,Medium
4.0,268604.44,7.0,3.58,4.0,4.0,0.0,0.96,0.1,0.58,1.0,2.17,5.0,0.2,0.62,0.63,6.23,0.82,1.24,1.0,0.71,0.0,5.0,2.0,1.0,PROJ_0096,Marketing,Scrum,Expert,Initiation,Volatile,Critical,Expert,Low,Strong,External,Low,Senior PM,Managed,Medium,Limited,0,Fixed-Price,Medium,Moderate,First-time,Formal,0,Partially Colocated,Good,Medium
14.0,1624385.14,17.0,6.42,15.0,3.0,5.0,0.91,0.22,0.54,0.0,2.9,2.0,0.0,0.74,0.21,6.52,0.46,2.49,3.0,0.93,0.0,8.0,6.0,1.0,PROJ_0097,R&D,Scrum,Senior,Initiation,Moderate,Low,New,Low,Strong,External,Critical,Senior PM,Ad-hoc,Low,Moderate,0,Hybrid,Medium,Moderate,Regular,0,0,Partially Colocated,Excellent,High
14.0,507613.42,12.0,3.9,7.0,1.0,3.0,0.49,0.08,0.82,0.0,6.52,1.0,0.0,0.67,0.94,9.58,0.47,0.85,0.0,0.83,0.0,1.0,2.0,1.0,PROJ_0098,Manufacturing,Waterfall,Senior,Execution,Stable,Low,Expert,Poor,Moderate,External,Low,Junior PM,Ad-hoc,Low,Poor,0,Time & Materials,High,Stable,Regular,0,0,Hybrid,Basic,High
15.0,584529.2,13.0,4.2,9.0,3.0,1.0,0.7,0.09,0.72,3.0,4.84,5.0,0.0,0.91,0.73,2.57,0.55,1.06,6.0,0.98,0.0,10.0,2.0,1.0,PROJ_0099,Marketing,Waterfall,Senior,Initiation,Moderate,Medium,Familiar,Low,Strong,Internal,Low,Mid-level PM,Ad-hoc,Medium,Poor,0,Fixed-Price,Medium,High,First-time,Basic,Basic,Fully Colocated,Excellent,High
23.0,1311091.9,22.0,5.98,12.0,0.0,4.0,2.69,0.04,0.24,2.0,2.46,5.0,0.0,1.18,0.26,8.8,0.77,1.04,1.0,0.75,0.0,7.0,10.0,1.0,PROJ_0100,Manufacturing,Waterfall,Expert,Closure,Moderate,Critical,Familiar,Medium,Moderate,Mixed,High,Mid-level PM,Optimizing,Medium,Limited,0,Fixed-Price,Low,Moderate,Strategic,Advanced,Advanced,Fully Remote,Basic,Low
22.0,2188644.29,28.0,10.0,20.0,1.0,5.0,1.63,0.31,0.72,3.5,1.55,5.0,0.0,0.77,0.39,7.59,0.78,1.32,6.0,0.84,0.0,1.0,3.0,1.0,PROJ_0101,R&D,Agile,Mixed,Execution,Moderate,Medium,New,High,Strong,Government,Medium,Junior PM,Optimizing,Low,Good,0,Cost-Plus,Medium,Extreme,Regular,Formal,Basic,Fully Remote,Basic,Critical
9.0,947267.97,18.0,9.54,12.0,1.0,5.0,0.47,0.2,0.76,1.0,0.91,5.0,0.2,1.1,0.67,2.13,0.84,2.17,0.0,0.6,0.61,9.0,3.0,1.0,PROJ_0102,IT,Agile,Senior,Initiation,Stable,Low,Expert,Low,Strong,Mixed,Medium,Junior PM,Managed,Strict,Limited,Modern/Stable,Time & Materials,High,High,First-time,Formal,Basic,Fully Remote,Basic,Medium
12.0,849640.03,19.0,9.09,11.0,0.0,3.0,0.4,0.41,0.9,0.0,3.71,5.0,0.16,0.67,0.81,9.43,0.66,1.38,4.0,0.76,0.7000000000000001,3.0,1.0,1.0,PROJ_0103,IT,Scrum,Mixed,Planning,Stable,High,Familiar,Poor,Moderate,External,Low,Senior PM,Optimizing,Strict,Poor,Legacy/Unstable,Hybrid,High,High,Occasional,Basic,Basic,Fully Colocated,Basic,Critical
25.0,1591703.62,22.0,4.77,15.0,0.0,3.0,0.97,0.07,0.53,3.0,1.65,3.0,0.0,1.23,0.18,5.44,0.36,1.51,6.0,0.73,0.0,12.0,9.0,1.0,PROJ_0104,Construction,Waterfall,Junior,Closure,Stable,High,New,High,Weak,Internal,Critical,Mid-level PM,Defined,Strict,Moderate,0,Time & Materials,Medium,Stable,Occasional,Basic,Basic,Hybrid,Basic,High
14.0,1058929.71,21.0,8.34,14.0,2.0,3.0,1.38,0.38,0.78,2.0,4.32,3.0,0.0,1.07,0.92,1.14,0.81,0.87,2.0,0.84,0.28,6.0,2.0,1.0,PROJ_0105,IT,Kanban,Junior,Execution,Volatile,High,Expert,Medium,Moderate,External,Low,Mid-level PM,Ad-hoc,Strict,Good,Mixed,Fixed-Price,High,High,Occasional,0,0,Fully Remote,Basic,Critical
35.0,2366664.29,26.0,6.03,21.0,1.0,5.0,1.1,0.59,0.85,1.0,0.9,2.0,0.0,0.71,0.37,2.36,0.86,0.26,6.0,0.75,0.0,12.0,7.0,1.0,PROJ_0106,Construction,Waterfall,Mixed,Execution,Moderate,Low,Familiar,Poor,Moderate,Internal,High,Junior PM,Ad-hoc,Medium,Good,0,Hybrid,High,Stable,Strategic,0,Advanced,Partially Colocated,Poor,High
4.0,514190.68,11.0,4.74,6.0,3.0,3.0,1.34,0.23,0.81,3.5,4.14,4.0,0.07,0.98,0.51,1.56,0.57,2.18,0.0,0.64,0.0,7.0,4.0,1.0,PROJ_0107,Healthcare,Kanban,Senior,Execution,Moderate,Medium,Expert,Low,Strong,External,Medium,Senior PM,Managed,High,Limited,0,Time & Materials,Medium,High,First-time,0,Formal,Fully Colocated,Poor,Medium
12.0,746067.31,16.0,7.69,7.0,2.0,2.0,0.25,0.06,0.91,1.0,3.09,2.0,0.17,0.67,0.41,7.86,0.93,1.16,4.0,0.67,0.0,2.0,5.0,1.0,PROJ_0108,Marketing,Scrum,Senior,Initiation,Moderate,Low,New,Excellent,Weak,External,Critical,Senior PM,Defined,Low,Good,0,Fixed-Price,Medium,Extreme,Occasional,Formal,Basic,Fully Remote,Basic,High
18.0,629784.93,17.0,5.49,6.0,4.0,4.0,2.22,0.15,0.86,3.0,3.21,2.0,0.0,0.91,0.85,4.99,0.94,1.72,3.0,0.76,0.0,12.0,6.0,1.0,PROJ_0109,Manufacturing,Waterfall,Senior,Execution,Volatile,Low,Expert,Medium,Moderate,Mixed,Low,Senior PM,Managed,Medium,Moderate,0,Time & Materials,High,Moderate,Regular,Formal,0,Fully Remote,Excellent,High
24.0,1249710.43,18.0,5.59,10.0,2.0,3.0,0.26,0.67,0.75,1.0,2.24,1.0,0.0,1.1,0.69,9.84,0.78,1.05,1.0,0.88,0.0,10.0,2.0,1.0,PROJ_0110,Construction,Waterfall,Mixed,Execution,Moderate,Medium,Expert,Poor,Moderate,Mixed,Medium,Senior PM,Managed,High,Moderate,0,Time & Materials,High,Stable,Occasional,Basic,Formal,Hybrid,Excellent,Medium
18.0,1262067.16,21.0,10.0,14.0,2.0,7.0,1.28,0.27,0.91,1.0,4.19,3.0,0.16,0.96,0.85,7.54,0.99,1.74,4.0,0.74,0.7000000000000001,8.0,7.0,1.0,PROJ_0111,IT,Agile,Senior,Monitoring,Moderate,Medium,Expert,High,Moderate,External,High,Senior PM,Managed,Medium,Good,Modern/Stable,Fixed-Price,Medium,Extreme,Occasional,Formal,Basic,Partially Colocated,Basic,Medium
5.0,700007.72,5.0,1.9,9.0,5.0,2.0,0.15,0.14,0.9,0.0,3.63,4.0,0.0,0.86,0.5,6.96,0.94,0.99,1.0,0.72,0.0,10.0,1.0,1.0,PROJ_0112,Healthcare,Scrum,Expert,Closure,Moderate,Critical,Expert,Low,Strong,External,Medium,Senior PM,Ad-hoc,High,Limited,0,Fixed-Price,High,Stable,Regular,0,0,Partially Colocated,Poor,Medium
11.0,723559.87,9.0,4.06,5.0,1.0,4.0,0.78,0.58,0.55,2.0,2.36,5.0,0.11,0.97,0.34,9.16,0.71,3.3,2.0,0.74,0.7000000000000001,1.0,2.0,1.0,PROJ_0113,IT,Scrum,Mixed,Execution,Moderate,Low,Expert,Excellent,Moderate,External,Low,Junior PM,Managed,Strict,Limited,Modern/Stable,Time & Materials,Medium,Moderate,Regular,Advanced,Basic,Fully Remote,Excellent,Medium
18.0,760677.31,18.0,6.29,7.0,0.0,2.0,0.7,0.7,0.51,2.0,4.55,2.0,0.0,0.75,0.8,6.06,0.82,0.04,4.0,0.58,0.0,11.0,5.0,1.0,PROJ_0114,Manufacturing,Waterfall,Mixed,Closure,Stable,High,Familiar,Poor,Moderate,Mixed,High,Senior PM,Managed,Low,Moderate,0,Fixed-Price,High,Moderate,Occasional,Basic,Formal,Hybrid,Basic,Medium
26.0,1981947.59,21.0,4.67,19.0,2.0,2.0,0.47,0.45,0.54,2.0,3.63,5.0,0.0,0.8,0.3,1.78,0.3,0.61,0.0,0.85,0.0,10.0,9.0,1.0,PROJ_0115,Construction,Hybrid,Junior,Closure,Volatile,Low,New,Excellent,Moderate,Mixed,Low,Senior PM,Ad-hoc,Low,Good,0,Time & Materials,Low,Stable,Strategic,Basic,0,Fully Colocated,Basic,Medium
15.0,1298720.54,25.0,10.0,14.0,3.0,7.0,0.89,0.13,0.66,1.0,4.63,5.0,0.0,0.82,0.05,1.12,0.86,1.82,0.0,0.71,0.7000000000000001,8.0,1.0,1.0,PROJ_0116,IT,Kanban,Senior,Closure,Stable,Low,Expert,Poor,Strong,External,Low,Senior PM,Defined,Strict,Moderate,Modern/Stable,Fixed-Price,Low,High,Occasional,Formal,Formal,Fully Remote,Excellent,Low
17.0,754301.26,16.0,6.06,9.0,3.0,5.0,2.81,0.05,0.55,1.0,1.86,5.0,0.0,0.95,0.62,4.06,0.9,0.19,1.0,0.86,0.0,5.0,3.0,1.0,PROJ_0117,Healthcare,Waterfall,Senior,Execution,Moderate,Critical,Familiar,Excellent,Weak,Internal,Low,Senior PM,Managed,High,Good,0,Time & Materials,High,Moderate,Regular,Formal,Basic,Fully Remote,Excellent,High
36.5,2011013.5,35.0,10.0,20.0,3.0,5.0,0.94,0.38,0.48,1.0,8.715,5.0,0.0,1.11,0.65,5.6,0.41,1.6,4.0,0.85,0.0,7.0,3.0,1.0,PROJ_0118,Construction,Waterfall,Expert,Execution,Moderate,Low,Expert,Medium,Strong,Government,Critical,Junior PM,Optimizing,High,Limited,0,Fixed-Price,Low,Extreme,Occasional,Formal,Basic,Hybrid,Good,Medium
10.0,547663.72,15.0,6.23,6.0,0.0,5.0,1.48,0.51,0.54,0.0,4.36,1.0,0.04,1.25,0.84,3.73,0.6,0.56,4.0,0.87,0.58,5.0,4.0,1.0,PROJ_0119,IT,Agile,Junior,Initiation,Moderate,Critical,Familiar,Low,Strong,Mixed,Low,Junior PM,Defined,Strict,Limited,Mixed,Time & Materials,Medium,Moderate,First-time,Basic,Basic,Fully Colocated,Excellent,Critical
16.0,1183055.58,20.0,10.0,10.0,0.0,6.0,0.68,0.42,0.6,1.0,2.0,2.0,0.2,1.3,0.86,3.39,0.71,3.3999999999999995,5.0,0.76,0.0,12.0,9.0,1.0,PROJ_0120,R&D,Scrum,Mixed,Closure,Stable,Medium,New,Medium,Weak,Internal,High,Junior PM,Ad-hoc,Low,Good,0,Cost-Plus,Medium,Extreme,First-time,0,Basic,Partially Colocated,Basic,Critical
